CUSTOMER_ID,y_hat
29161,8655.40474266067
12504,-2101.6128885530484
21923,-44291.6884413451
6573,3226.515693450354
23848,4243.112697009025
8202,4939.7328446432275
24525,19312.393649450925
25177,4435.297216408528
6610,8260.62822873001
6073,-7.144891491063618
12510,2732.536850067938
18901,-3720.9752578515463
14845,10832.440188163251
26380,175344.01215903528
15858,-405.2834617169822
3283,4618.424289725848
21924,8737.027829982224
8302,20371.12495663416
18915,8982.205909734885
9087,21446.95121991882
19938,11727.871636877328
6978,622.2968432888147
4386,9231.29715147585
4949,2674.3916964204454
25932,4640.513562080094
13560,4796.410088498485
9918,3222.969524676968
357,1560.855055063838
11789,7543.771011273828
1949,-9875.555078896206
28003,6682.890666741737
858,8657.802769402966
23106,6491.434019222997
8971,1777.79167362418
20018,5437.152153649752
20795,11773.88883002672
435,1809.9429890247206
10662,3219.8524937196744
22260,258.4142352769022
1134,-1967.7476486375008
7199,3768.788383535228
2966,11427.222809692877
8609,2283.5736465542395
9392,-2143.5416386595994
2413,2344.7199991657335
9434,-2386.7842480323134
13327,3637.644371732995
28267,10303.959402616612
6137,-520.8106198787705
21508,4220.21684591635
6979,17577.414969192425
21085,1136.1015371688636
11435,3592.979195405736
12102,6053.723637170434
22729,-4304.272448745717
14647,1125.0637838297073
14697,470.51926679197504
21880,14509.294094245568
24744,3334.516808062567
12717,6922.413527276675
31,1894.4038635505442
5773,4602.826001971936
19862,2261.7505757020317
24806,1961.0439373863583
2691,9700.241381557891
26666,2744.643753314009
17402,6311.380683668067
9382,8432.527056516645
16928,10812.51469932873
6557,2662.810364163994
27524,3013.859227012902
6595,11293.626270011639
23600,2380.559180026632
17582,23067.166681619492
22621,3853.0123275012993
6667,3445.0076264204945
6466,6363.113733719535
10226,13273.048259633844
10583,6636.6350859796985
13306,14625.644389754249
12266,1804.7851224656251
19465,882.2568067683746
8011,9615.117831725878
3126,3078.800809626715
14918,9926.026263394779
21826,26074.886893013845
2122,3584.8025510289153
2655,-1884.5449017244073
23523,13367.767320415398
23103,1518.9393051606883
17881,2192.134633764511
9916,3210.036620930141
8755,8377.27628208029
23435,8301.739494223837
3471,6035.253683338362
15637,3861.6717293100514
3557,5977.7991297490935
15708,5063.911411994162
19710,5775.567840278993
25031,-1366.98701032312
18336,3327.177165596013
22749,-634.1926179866273
27681,7220.646200141205
8891,-262.7278182863963
19708,4071.25042226876
16007,3991.1560881796054
7220,-6528.421719197507
18190,3752.3603010416437
28545,13749.660751922482
23981,1937.8651471717424
28622,3843.1399789920706
6847,3070.508480121188
5420,13511.985909216291
28604,17914.44739322205
14876,4506.891824532802
9970,2534.1613497385233
5717,619.5336317305519
6248,6536.481177527629
16105,5150.5196126512055
11914,3855.396584192271
16213,2730.8445851785227
24240,5816.533350644405
28893,28311.681406853084
7856,8312.343734259655
15722,5744.298865216205
21967,2039.055150497478
29459,3006.7973102918113
1980,9756.34448994829
14610,-1591.4208240004687
3473,5521.825514432625
19792,-430.00022319558775
20593,184.99589205666143
21514,7712.482911296488
14286,6988.154420460545
24356,4912.4193847402685
15332,1940.1060314050337
19014,4966.585182754506
19787,3874.1175380634604
27849,5063.911411994162
13008,3848.705131067043
1625,10340.232181757383
11033,10373.497649051216
6872,-2111.6898965147457
21331,3233.8683727502057
17493,16706.06484529613
21172,5549.958725340747
29596,9327.292655056885
7155,741.9324339112227
3492,3423.5961246431775
29242,12167.489606193729
9296,4594.826754450447
5062,7274.346973035019
4649,1779.2573570026425
12908,-5863.932834768789
25826,9083.533195834563
13028,4143.42157370311
19914,3956.1618369137086
11004,8445.839828876764
1497,16747.873659477293
27311,4334.760409349627
25024,2300.6516685823967
12552,7596.251224182555
24460,6139.1947166577465
21149,5110.7905496848825
2156,11291.47053548535
24391,5429.91708748133
19049,4899.820543447612
26125,824.0360289938646
7313,2808.5335139259637
6674,6228.570410743455
6812,5929.315714281904
16311,-1157.5149795936454
3006,2369.2355442419757
28816,5079.333047647268
23110,103004.50097736294
2636,5429.863497433148
16331,4274.076412135481
25934,2746.9640232034403
3098,12416.8980274584
25254,2986.0618508570255
3385,3807.3974458629627
11669,8132.134778434129
14334,1641.5789300588935
15174,1266.2405240311637
11963,6890.652527967135
18127,15332.9344441192
20490,13467.193086524843
18070,6669.750048836566
25268,3677.7439373964844
22859,6162.014203105222
6514,954.3496432029974
14718,5744.959677453354
4288,582.3968252806293
27166,4735.432456613289
89,3501.291465132081
21198,-2551.6309850579983
13493,3855.396584192271
3356,5329.122842964074
24077,12784.04956265714
23862,5025.944103415919
1643,3885.9158015708713
1781,3008.3452201512187
9061,1418.6935651494873
23277,3777.533585387399
6016,5171.838331032406
16556,4150.547276187517
12234,5226.753143110938
27055,6287.894363555438
121,3130.9530655314493
19388,5801.7134576395165
8231,-31.296932147309235
9088,-690.5492507095832
26006,-5985.943796179293
23652,2160.9310394276345
7466,3243.697335821227
5509,3639.22845020181
11695,-39.19968717667143
16579,5100.738304442992
5114,58202.51773975885
15388,4914.912914466828
9982,20975.20867532954
15964,7010.177969433946
20247,4814.218424460078
26926,2963.2769513703906
29328,1682.2775598034664
8110,4997.738559423731
2615,9378.081908453458
23226,2068.4325278177334
19585,6224.49375502306
2012,8762.5001911363
5534,4537.368352463882
18627,5917.472133139067
5813,5338.500529644958
27724,10408.154163554675
17700,6096.262820758128
9664,5529.919024864299
17345,17042.660834939557
29794,3424.7264061740584
6032,6056.564187459762
24625,4445.051382748861
22566,3044.506522599011
10297,5395.854596899019
6317,12454.453479838998
26864,6437.809378206886
18668,888.400126509939
1564,2283.179880614777
11191,47774.13152707965
28208,5100.329950869795
28095,15676.839592999477
2788,5776.382548561418
23957,3910.0754628267828
27386,4130.58567186046
24606,5746.438947474283
1680,3559.009816978701
10911,2777.509450157554
13004,172.21456708181586
3100,7033.439530397837
3228,9914.904416030564
29583,4419.987630348027
407,3826.631317258971
18114,6656.649396458765
21888,5443.936740711589
22804,3941.527027870369
29393,2831.7187789400973
6142,-302.4388965982489
6814,2613.571018885278
21422,5318.221301647178
4371,3041.0636883700954
4503,5631.140082795989
16301,2560.2735557333367
26123,6810.352596832861
27627,1892.5551850104152
17977,13792.589107206524
9402,24.16548920319201
16039,4446.453293515451
6311,2546.1639709168385
27265,9741.591768756076
23847,10436.986316270653
19027,4391.448267368775
18859,11856.835977268114
23893,-18567.798291397423
4165,4135.062424439448
27356,4524.27681680294
5147,2824.792886939398
13133,947.8002620897889
25719,-2221.297773269871
12935,18763.81052962789
18904,3320.8309067442333
18427,10004.780295682667
15650,5154.727851831444
8593,19860.206097284103
27517,3385.0437107901284
951,10160.341207005531
23857,2817.4053401074093
17077,2886.54413252623
20825,4071.2200150098447
16361,4253.712661457279
19612,14737.805250813464
11719,9231.101370142063
619,1877.4378762601543
11853,8100.107943574715
3046,5339.5474920649085
21714,5355.032218835915
24259,9041.235095050099
15663,6595.209571075711
22429,4479.078661234193
12754,9090.811738921991
20307,-5674.324363224563
8885,2715.9897481995013
26479,4805.3492671687545
21411,14486.651771386321
21376,8233.104807204925
20022,-1170.2186825214258
11452,-13312.874159606166
23210,3984.642221611717
3942,-1005.1970362104676
2355,8506.421851819907
4234,258.5606220769399
18121,1944.5651009441744
22906,4024.33603246625
16580,3746.4004970615497
9558,5177.006423025117
9047,8477.975769807425
25797,1809.6941470791794
19753,2648.1438131248797
9822,4480.293978989977
572,10364.874574905498
13918,7371.737879171944
14745,1895.376968804099
28318,528.661891495168
29931,6659.717013416022
25245,1555.8825962376418
18054,1545.143713701147
14324,17403.782848661718
22318,-402.5483297815258
3884,18473.612134882795
11987,-1116.6048485891988
15700,-1971.15310238145
26374,2373.677374847408
20741,-6723.121293452203
17764,-1129.7666147662808
16411,16792.205522420707
15526,3516.9433327016463
16738,12584.68244732996
1527,6978.928756954478
29348,2797.446112191027
3075,9415.560909722353
14819,1673.659348223037
4802,356.7141876716652
29093,1889.3328851748447
7089,4502.958098421737
23936,1481.0043653508915
21010,4156.584916084758
3180,6536.825234306794
26336,19306.73420278502
2594,6632.457909176995
5901,6445.642641110139
9302,3572.9578807475996
15594,2963.6737034343696
2746,2236.492798618603
16234,5384.674188759925
21769,943.5174678003773
26565,3740.8952966719307
25072,2897.1233867521137
19941,13030.365631532692
8095,8927.906283571992
28941,20463.847316212185
621,3124.781210987453
14250,2699.8446493712445
22772,10811.688486906194
19224,-6603.157844915431
14124,15173.507480946959
5561,8685.472976164012
22616,6486.973543156855
26612,998.1632065878496
19022,5397.905459962912
7079,4000.746094495645
4681,6028.071464710941
11541,4059.5545500131852
24529,4510.410259565313
4660,7384.052935481029
5084,3125.821191391201
28553,28881.64655411059
26789,9550.763165860728
8790,2689.5191931527825
29184,8810.700959206939
22489,3535.2852795878875
25468,10419.309136881111
15998,2316.149651424981
26587,17666.332403154913
13050,5160.569611424769
17876,11519.517290174448
5612,4590.037462840532
20883,3660.8614644969834
3493,6300.341783454148
12943,1379.5367204172053
10807,25667.44043052905
1849,5546.7135812308325
9620,9211.982808833016
4704,2196.072836149123
2941,6878.654178502999
10503,1520.00987024728
7686,6787.455432716208
7083,2878.093889249588
8753,-1815.5301921807304
2232,3855.396584192271
16800,1648.0696752509716
21127,2477.706757775444
21199,10458.102576910173
17610,4052.5817364640043
6321,7678.546530926264
28184,-101.12393895348987
11446,572.474620699872
1589,6262.524036495302
28358,5029.874866254679
14691,11256.734653380809
15042,4062.1572032506874
20104,3894.904241445322
17810,-806.0742400916997
25725,2876.890176600401
23109,1006.5033557072579
377,4544.080088644207
17847,-15762.345402902156
11499,3963.323503230515
29381,-2149.2418628333335
5928,8086.022050864025
26008,4999.650198660545
10427,16784.853583717348
18689,3243.224505173879
15974,13031.474738749057
27868,8691.194780163776
6725,13277.179857409643
17303,7809.048566672433
24303,3131.2733402953863
25627,18699.447638410744
1853,7373.59756617331
12094,2015.1567234091876
