CUSTOMER_ID,y_hat
17231,5545.410866876393
9068,943.3474528228558
23928,7676.003827182668
19946,14883.084753462506
8157,1842.6608749381344
2228,1967.810925330459
27622,-1422.7817102370864
8502,-1859.29874598503
9767,4432.895762651191
9780,56943.57047955974
5295,12435.565074573413
4379,10547.23086651416
1314,722.1362406630801
15457,25458.91127397147
25479,-5209.772527735803
6635,38908.35608531476
1495,-7460.263203542375
28583,24961.79260246054
29927,-2943.090510971554
21468,-2166.6454649149628
22999,9672.724309695703
19779,10047.14939330902
7661,6750.94445905929
20054,3843.7445542580886
22735,1817.187411150541
7864,1642.8865401593966
796,15548.150397943915
19438,10230.66664484917
2374,25919.591640286955
29424,10460.010411005784
9041,1582.322879083253
24153,7968.655884162502
3695,364.1135394334051
29297,58825.66045156191
24342,52815.049378717995
10052,3739.0486174255825
9956,17787.43216735456
29677,25027.10130582207
29289,3519.5083944933217
3406,9095.20950120574
29001,-110.95437143023855
12255,1011.9660146307697
10104,6286.353095793803
3106,1083.0538493629645
16844,-911.1176538932059
11539,3121.4465193057617
17227,2988.6712284485957
19913,11546.231883776
11621,-9802.283827200186
18157,1647.8877758537174
29271,1087.7666934963545
23365,16847.76927224415
4031,-2912.772260131397
20992,19878.163521753122
26043,7154.625252775261
17282,8747.934550719066
3653,127.88710245940683
20020,1200.8675860680712
9521,2255.5188652112556
8075,-10326.65948228911
3878,3665.3735274235733
5260,4028.937574680439
21672,1613.0843303265617
7131,5004.534119313206
12979,3392.8912026284365
15946,6910.611956642481
20939,3483.909474984278
1657,14074.70587176986
14229,-7457.413057185045
27601,2517.918640180333
17016,9081.926462468888
22987,634.5320769982322
8372,3958.731854339626
21628,2708.752284766352
14420,4134.44941361141
10212,4907.227044947862
29390,28677.03853544703
14650,-1120.382274603534
3807,7113.143060561945
11453,15427.446331603493
14282,-51.536766157655165
15466,2710.910226543725
23050,1350.7391200390857
11421,8899.836352151204
4435,5713.729597433954
21274,57275.33929730581
8463,6904.793922353311
12755,-3005.9967569082273
4766,9537.344964019925
2624,-6072.806425061145
9266,-5483.4366984885655
9852,-3258.2024942888866
20223,3295.087257583287
28225,11443.953942343025
7092,1973.3806239504509
1704,3076.7934499237604
15237,4407.740978567552
9273,4213.952981933757
29054,5288.586450720501
17975,3513.9055334250693
5678,9340.28119101129
28949,3322.5950640316096
16714,-11557.342790934592
307,14533.12561830493
15263,5007.166587189622
24550,3515.999377934959
25702,11734.368635124989
1361,6534.519779016066
19320,-19566.052450280513
24045,3705.999025576228
4771,2605.1612918961077
14327,2989.976216105363
20977,7021.686445537144
24109,20259.857015640406
17564,-650.2715379970177
9691,9804.561988099904
5891,2275.1620711854894
7118,3044.5379309633063
24793,7323.384158239591
8671,2687.4487307787927
1948,7929.516692561451
9601,4181.932623875198
6914,14205.390594512886
23698,5555.537975376366
24682,4710.331394003517
2326,-6182.911574600507
9027,6113.402982895385
7631,1844.261905676216
5865,7936.619595917328
1920,12354.567386650255
5273,13706.107815961292
18120,3641.2488213525417
7272,1948.140716409967
9787,-1156.1080106905574
14187,6776.308292067945
21385,3600.5815248053314
1027,15938.841505258955
23113,1634.3181374421188
28031,6762.04325220991
20359,16137.286840426888
14276,954.9347035813068
5458,1801.8668440655408
13253,6302.907125983363
21320,-9408.659801518545
21751,2052.2176563815538
22751,8227.798310918708
15328,391.6769377380988
11321,7120.5537059027065
6870,5107.285088406392
28084,1867.5848511567128
2136,9440.319563916186
28446,5847.518973027073
25221,1196.2195604233902
1245,2317.6352220444764
15444,-702.3808653572833
13069,39575.21615825183
22155,1027.9613660100254
17041,20862.33220663973
20176,4897.245503077071
25222,-2955.382374881502
4617,4708.649661265032
5110,-11043.92771208736
5328,1531.6375463011884
12880,4335.303475149378
19937,8966.80974326923
1399,-1608.6670868960891
24512,2587.050440142602
983,9864.631625507125
22018,2151.033677547137
3319,3677.8082867279286
