CUSTOMER_ID,y_hat
16687,0
9926,0
29451,0
14803,0
14536,1
17383,0
7431,0
27256,0
26269,0
9235,0
6467,0
26315,0
26397,0
27867,1
1880,0
24355,0
27770,1
27762,0
29992,0
24305,0
794,0
9461,0
18418,0
8053,0
3950,0
23157,0
20575,0
13605,0
5404,0
18938,0
13286,0
25878,0
15302,0
24401,0
13419,0
1572,0
2462,0
829,1
10767,1
19529,0
15051,0
13106,0
24989,0
8840,0
26361,0
18439,0
21501,0
2013,0
6770,0
20601,0
29604,0
27594,0
1571,0
13776,0
26338,0
14339,0
20994,0
21328,0
18581,0
10652,0
19799,0
11306,0
13962,0
14136,0
22600,0
20509,0
4293,0
11784,0
27571,0
15818,0
2612,0
24866,0
25728,0
12178,0
11491,1
9869,0
17552,0
18354,0
19190,0
1232,0
3265,0
9348,0
1047,0
16114,0
27397,0
6774,0
6154,0
9150,0
18329,0
4788,0
29418,0
16913,0
18590,0
9883,0
27012,0
5964,0
26245,0
29918,0
27698,0
7757,0
29047,0
14893,0
840,1
29966,1
51,0
2126,0
8240,0
24677,0
13337,1
27982,0
3221,0
24486,0
17364,0
59,0
21480,0
7762,0
12082,0
19819,0
22412,0
8429,0
27111,1
20062,1
4049,0
10923,0
15365,0
17652,0
10365,0
20637,0
889,1
5455,0
4489,0
13511,0
2382,0
5845,0
18696,0
17440,0
6506,0
175,0
5126,0
3444,0
1477,0
22172,0
28072,0
14663,0
8032,0
1688,0
19845,0
13383,0
14633,0
5514,0
24092,0
1271,0
7007,0
7624,0
26440,0
21507,0
15418,0
3849,0
28969,0
29367,0
14364,0
6973,0
9782,0
27970,1
9898,0
22608,0
29738,0
21283,0
29767,0
26089,0
17922,0
14793,0
11577,0
4143,0
7434,0
20346,0
97,0
10886,0
14140,0
799,0
12305,0
24395,0
8592,1
24468,0
23610,0
12941,0
11427,0
20701,0
12014,0
20791,0
741,0
23653,0
16112,0
29443,1
8712,0
6957,0
2951,0
18230,0
23324,1
21699,0
9531,0
3745,0
79,0
4574,0
3738,1
20495,0
19264,0
6382,0
22860,0
27260,0
27118,0
24772,0
3686,0
1524,0
22462,0
15928,0
13877,0
5081,0
14278,0
20248,0
14596,0
21616,0
4147,0
22135,0
27456,0
25553,1
28102,0
19597,0
22974,0
17045,0
25151,0
9740,0
27338,0
17317,0
29225,0
20990,1
12719,0
4826,0
8936,0
2692,0
13237,0
22133,0
26528,1
21077,0
29151,0
4072,0
14543,1
9070,0
24972,1
4859,0
28520,0
3365,0
15951,0
1140,0
13727,0
8622,0
3553,0
11067,1
1678,0
3328,0
11386,0
29574,0
8773,0
7378,0
12890,0
24032,0
26870,0
512,0
1129,0
24553,0
2323,0
12478,0
24315,0
28846,0
13921,0
5584,0
8923,0
19739,0
29507,0
15135,0
9583,0
4253,0
26463,0
25615,0
29571,0
9915,0
8953,0
28939,0
3523,1
2673,0
4417,0
3619,1
17034,0
13723,0
7512,0
8524,0
2779,0
4506,1
8747,0
10874,0
25981,0
18498,0
25093,0
6027,0
16847,0
4912,0
26981,0
18775,0
14275,0
3578,0
9585,0
6005,0
12051,0
12680,0
9622,1
27203,0
19797,0
28122,0
5710,0
29232,0
10759,0
16283,0
18087,0
10918,0
6433,1
21100,0
27009,0
17553,0
25760,0
7574,0
16201,0
26162,0
22092,0
2855,0
23803,0
18503,0
6038,0
29943,0
3475,0
7902,0
3975,0
16132,0
3739,0
25140,0
5715,0
8832,0
25168,0
18660,0
20301,0
9403,0
6758,0
17678,1
19671,0
12445,0
27116,0
203,0
24048,0
6777,0
11588,0
22035,0
1877,0
4203,1
28578,0
9865,0
2520,0
4913,0
10970,0
648,0
5265,0
12571,0
27126,0
20844,0
8559,0
8155,0
11846,0
28038,1
3995,0
29754,0
261,0
12588,0
12896,0
1756,0
28715,0
17794,0
14586,1
24849,0
6209,0
21346,0
26428,0
11629,1
3800,0
8083,0
10224,0
28619,0
13058,0
4216,0
27083,0
20746,0
23664,0
10111,0
15181,0
28515,0
8437,0
17782,0
5625,0
18505,0
6239,0
15793,0
28293,0
12751,0
20988,0
22232,0
3769,0
2399,0
25276,0
16378,0
14253,0
10938,0
13308,0
22298,0
28361,0
8973,0
22591,0
23039,0
2102,0
6810,0
895,0
21951,0
7703,0
22081,0
29791,0
6831,0
28322,0
29004,0
18882,0
22798,0
11096,0
18264,0
5031,0
26291,0
7399,0
4407,0
5879,0
12774,0
26383,0
6790,1
5911,0
25698,0
12406,0
13775,0
26648,0
9879,0
19807,0
8616,0
27610,0
29524,0
8796,0
3189,1
18511,0
3036,0
9270,0
5914,0
27824,0
26600,0
24311,0
11224,0
22475,0
7324,0
28192,0
11731,0
5758,0
26664,0
14794,0
3508,0
28170,0
14621,0
26900,0
12867,0
1789,0
8859,0
613,0
2560,0
11509,0
9557,1
23884,0
18584,0
8276,0
19395,0
24225,0
9686,0
29847,0
12907,0
3112,0
10128,0
11205,0
28625,0
11553,0
8239,0
26526,0
21884,0
7590,0
23832,0
28909,0
7040,1
23750,0
23593,0
2650,1
13185,0
1982,0
5351,0
7537,0
14355,1
10939,0
12104,0
2359,0
3517,0
22483,0
15516,0
22981,0
11808,0
28150,0
20790,0
15850,1
10186,0
12882,0
14147,0
5433,0
20559,0
5431,0
1063,0
28212,0
1470,0
21188,0
6324,0
21510,0
17692,0
26450,0
13169,0
27447,0
17546,0
12465,0
6431,0
1323,0
13429,0
5205,1
25646,0
16875,1
3920,0
22058,0
1590,1
1555,0
27382,0
29804,0
21542,0
9200,0
4770,0
11954,0
27721,0
18729,0
12494,0
6271,0
18365,0
27747,0
7260,0
21671,0
23351,0
17126,0
24128,0
25285,1
28835,0
26566,0
3412,0
8918,0
3364,0
1283,0
25111,0
2832,0
27474,0
1019,0
10050,0
26805,0
17124,0
7225,0
24294,0
18242,0
23688,0
9748,0
28901,0
11167,0
12860,0
977,0
5955,0
22338,0
6665,0
13097,0
27661,0
8284,0
13890,0
1461,0
1187,0
22381,0
6380,0
28705,0
14907,0
1754,0
17893,0
26875,1
25326,0
26944,0
16691,0
23190,0
15175,0
20116,0
11840,0
9237,0
4727,0
10714,0
29195,0
18890,0
